2024-11-14 10:27:10 INFO SC001 (TO: TO_CO_TFTU000018, CO: CO_TFTU000018, PICK) driving to QC003; 31 s; 172693 mm
2024-11-14 11:25:44 INFO SC013 (TO: TO_CO_TFTU000219, CO: CO_TFTU000219, PICK) driving to QC007; 178 s; 986377 mm
2024-11-14 11:25:44 INFO SC010 (TO: TO_CO_TFTU000061, CO: CO_TFTU000061, DROP) working at WS016.01; 60 s
2024-11-14 11:25:52 INFO SC006 (TO: TO_CO_TFTU000256, CO: CO_TFTU000256, DROP) finished at WS002.01
2024-11-14 11:25:52 INFO SC006 (TO: TO_CO_TFTU000264, CO: CO_TFTU000264, PICK) driving to QC005; 34 s; 186343 mm
2024-11-14 11:25:55 INFO SC017 (TO: TO_CO_TFTU000255, CO: CO_TFTU000255, PICK) finished at QC005
2024-11-14 11:25:55 INFO SC017 (TO: TO_CO_TFTU000255, CO: CO_TFTU000255, DROP) driving to WS003.01; 43 s; 236343 mm
2024-11-14 11:25:55 INFO SC018 (TO: TO_CO_TFTU000276, CO: CO_TFTU000276, PICK) waited at QC005; 16 s
2024-11-14 11:25:55 INFO SC018 (TO: TO_CO_TFTU000276, CO: CO_TFTU000276, PICK) working at QC005; 60 s
2024-11-14 11:25:58 INFO SC012 (TO: TO_CO_TFTU000277, CO: CO_TFTU000277, PICK) working at QC004; 60 s
2024-11-14 11:26:01 INFO SC016 (TO: TO_CO_TFTU000258, CO: CO_TFTU000258, PICK) finished at QC006
2024-11-14 11:26:01 INFO SC016 (TO: TO_CO_TFTU000258, CO: CO_TFTU000258, DROP) driving to WS008.01; 88 s; 486787 mm
2024-11-14 11:26:02 INFO SC004 (TO: TO_CO_TFTU000271, CO: CO_TFTU000271, PICK) finished at QC001
2024-11-14 11:26:02 INFO SC004 (TO: TO_CO_TFTU000271, CO: CO_TFTU000271, DROP) driving to WS002.01; 65 s; 360685 mm
2024-11-14 11:26:05 INFO SC005 (TO: TO_CO_TFTU000262, CO: CO_TFTU000262, PICK) finished at QC003
2024-11-14 11:26:05 INFO SC005 (TO: TO_CO_TFTU000262, CO: CO_TFTU000262, DROP) driving to YARD001.24; 11 s; 62657 mm
2024-11-14 11:26:08 INFO SC015 (TO: TO_CO_TFTU000224, CO: CO_TFTU000224, PICK) working at QC007; 60 s
2024-11-14 11:26:16 INFO SC005 (TO: TO_CO_TFTU000262, CO: CO_TFTU000262, DROP) working at YARD001.24; 60 s
2024-11-14 11:26:18 INFO SC019 (TO: TO_CO_TFTU000218, CO: CO_TFTU000218, DROP) finished at WS012.01
2024-11-14 11:26:18 INFO SC019 (TO: TO_CO_TFTU000286, CO: CO_TFTU000286, PICK) driving to RAIL001.93; 101 s; 560833 mm
2024-11-14 11:26:19 INFO SC014 (TO: TO_CO_TFTU000267, CO: CO_TFTU000267, PICK) finished at QC005
2024-11-14 11:26:19 INFO SC014 (TO: TO_CO_TFTU000267, CO: CO_TFTU000267, DROP) driving to YARD001.37; 17 s; 92193 mm
2024-11-14 11:26:19 INFO SC020 (TO: TO_CO_TFTU000266, CO: CO_TFTU000266, PICK) waited at QC005; 32 s
2024-11-14 11:26:19 INFO SC020 (TO: TO_CO_TFTU000266, CO: CO_TFTU000266, PICK) working at QC005; 61 s
2024-11-14 11:26:24 INFO SC001 (TO: TO_CO_TFTU000259, CO: CO_TFTU000259, PICK) finished at QC006
2024-11-14 11:26:24 INFO SC001 (TO: TO_CO_TFTU000259, CO: CO_TFTU000259, DROP) driving to YARD001.02; 94 s; 522637 mm
2024-11-14 11:26:36 INFO SC014 (TO: TO_CO_TFTU000267, CO: CO_TFTU000267, DROP) working at YARD001.37; 60 s
2024-11-14 11:26:38 INFO SC017 (TO: TO_CO_TFTU000255, CO: CO_TFTU000255, DROP) working at WS003.01; 60 s
2024-11-14 11:26:44 INFO SC010 (TO: TO_CO_TFTU000061, CO: CO_TFTU000061, DROP) finished at WS016.01
2024-11-14 11:26:44 INFO SC010 (TO: TO_CO_TFTU000243, CO: CO_TFTU000243, PICK) driving to QC007; 178 s; 986377 mm
2024-11-14 11:26:45 INFO SC011 (TO: TO_CO_TFTU000206, CO: CO_TFTU000206, DROP) working at WS016.01; 60 s
2024-11-14 11:26:55 INFO SC018 (TO: TO_CO_TFTU000276, CO: CO_TFTU000276, PICK) finished at QC005
2024-11-14 11:26:55 INFO SC018 (TO: TO_CO_TFTU000276, CO: CO_TFTU000276, DROP) driving to WS003.01; 43 s; 236343 mm
2024-11-14 11:26:55 INFO SC007 (TO: TO_CO_TFTU000272, CO: CO_TFTU000272, PICK) waited at QC005; 44 s
2024-11-14 11:26:55 INFO SC007 (TO: TO_CO_TFTU000272, CO: CO_TFTU000272, PICK) working at QC005; 60 s
2024-11-14 11:26:58 INFO SC012 (TO: TO_CO_TFTU000277, CO: CO_TFTU000277, PICK) finished at QC004
2024-11-14 11:26:58 INFO SC012 (TO: TO_CO_TFTU000277, CO: CO_TFTU000277, DROP) driving to YARD001.27; 17 s; 92176 mm
2024-11-14 11:27:07 INFO SC009 (TO: TO_CO_TFTU000236, CO: CO_TFTU000236, PICK) working at QC006; 60 s
2024-11-14 11:27:07 INFO SC004 (TO: TO_CO_TFTU000271, CO: CO_TFTU000271, DROP) working at WS002.01; 60 s
2024-11-14 11:27:08 INFO SC015 (TO: TO_CO_TFTU000224, CO: CO_TFTU000224, PICK) finished at QC007
2024-11-14 11:27:08 INFO SC015 (TO: TO_CO_TFTU000224, CO: CO_TFTU000224, DROP) driving to WS014.01; 160 s; 886377 mm
2024-11-14 11:27:15 INFO SC012 (TO: TO_CO_TFTU000277, CO: CO_TFTU000277, DROP) working at YARD001.27; 60 s
2024-11-14 11:27:16 INFO SC005 (TO: TO_CO_TFTU000262, CO: CO_TFTU000262, DROP) finished at YARD001.24
2024-11-14 11:27:16 INFO SC005 (TO: TO_CO_TFTU000077, CO: CO_TFTU000077, PICK) driving to QC003; 11 s; 62657 mm
2024-11-14 11:27:20 INFO SC020 (TO: TO_CO_TFTU000266, CO: CO_TFTU000266, PICK) finished at QC005
2024-11-14 11:27:20 INFO SC020 (TO: TO_CO_TFTU000266, CO: CO_TFTU000266, DROP) driving to WS013.01; 115 s; 636343 mm
2024-11-14 11:27:20 INFO SC006 (TO: TO_CO_TFTU000264, CO: CO_TFTU000264, PICK) waited at QC005; 54 s
2024-11-14 11:27:20 INFO SC006 (TO: TO_CO_TFTU000264, CO: CO_TFTU000264, PICK) working at QC005; 60 s
2024-11-14 11:27:25 INFO SC002 (TO: TO_CO_TFTU000204, CO: CO_TFTU000204, DROP) working at WS017.01; 60 s
2024-11-14 11:27:27 INFO SC005 (TO: TO_CO_TFTU000077, CO: CO_TFTU000077, PICK) working at QC003; 60 s
2024-11-14 11:27:29 INFO SC016 (TO: TO_CO_TFTU000258, CO: CO_TFTU000258, DROP) working at WS008.01; 60 s
2024-11-14 11:27:36 INFO SC014 (TO: TO_CO_TFTU000267, CO: CO_TFTU000267, DROP) finished at YARD001.37
2024-11-14 11:27:36 INFO SC014 (TO: TO_CO_TFTU000273, CO: CO_TFTU000273, PICK) driving to QC005; 17 s; 92193 mm
2024-11-14 11:27:38 INFO SC018 (TO: TO_CO_TFTU000276, CO: CO_TFTU000276, DROP) working at WS003.01; 60 s
2024-11-14 11:27:38 INFO SC017 (TO: TO_CO_TFTU000255, CO: CO_TFTU000255, DROP) finished at WS003.01
2024-11-14 11:27:38 INFO SC017 (TO: TO_CO_TFTU000284, CO: CO_TFTU000284, PICK) driving to QC004; 38 s; 211202 mm
2024-11-14 11:27:45 INFO SC011 (TO: TO_CO_TFTU000206, CO: CO_TFTU000206, DROP) finished at WS016.01
2024-11-14 11:27:45 INFO SC011 (TO: TO_CO_TFTU000268, CO: CO_TFTU000268, PICK) driving to QC006; 160 s; 886787 mm
2024-11-14 11:27:49 INFO SC008 (TO: TO_CO_TFTU000216, CO: CO_TFTU000216, DROP) working at WS017.01; 60 s
2024-11-14 11:27:56 INFO SC007 (TO: TO_CO_TFTU000272, CO: CO_TFTU000272, PICK) finished at QC005
2024-11-14 11:27:56 INFO SC007 (TO: TO_CO_TFTU000272, CO: CO_TFTU000272, DROP) driving to YARD001.02; 76 s; 422193 mm
2024-11-14 11:27:56 INFO SC003 (TO: TO_CO_TFTU000280, CO: CO_TFTU000280, PICK) waited at QC005; 16 s
2024-11-14 11:27:56 INFO SC003 (TO: TO_CO_TFTU000280, CO: CO_TFTU000280, PICK) working at QC005; 60 s
2024-11-14 11:27:59 INFO SC001 (TO: TO_CO_TFTU000259, CO: CO_TFTU000259, DROP) working at YARD001.02; 61 s
2024-11-14 11:27:59 INFO SC019 (TO: TO_CO_TFTU000286, CO: CO_TFTU000286, PICK) working at RAIL001.93; 60 s
2024-11-14 11:28:07 INFO SC004 (TO: TO_CO_TFTU000271, CO: CO_TFTU000271, DROP) finished at WS002.01
2024-11-14 11:28:07 INFO SC004 (TO: TO_CO_TFTU000198, CO: CO_TFTU000198, PICK) driving to QC007; 70 s; 386377 mm
2024-11-14 11:28:07 INFO SC009 (TO: TO_CO_TFTU000236, CO: CO_TFTU000236, PICK) finished at QC006
2024-11-14 11:28:07 INFO SC009 (TO: TO_CO_TFTU000236, CO: CO_TFTU000236, DROP) driving to WS017.01; 169 s; 936787 mm
2024-11-14 11:28:15 INFO SC012 (TO: TO_CO_TFTU000277, CO: CO_TFTU000277, DROP) finished at YARD001.27
2024-11-14 11:28:15 INFO SC012 (TO: TO_CO_TFTU000283, CO: CO_TFTU000283, PICK) driving to QC003; 17 s; 92657 mm
2024-11-14 11:28:16 INFO SC017 (TO: TO_CO_TFTU000284, CO: CO_TFTU000284, PICK) working at QC004; 60 s
2024-11-14 11:28:20 INFO SC006 (TO: TO_CO_TFTU000264, CO: CO_TFTU000264, PICK) finished at QC005
2024-11-14 11:28:20 INFO SC006 (TO: TO_CO_TFTU000264, CO: CO_TFTU000264, DROP) driving to WS001.01; 25 s; 136343 mm
2024-11-14 11:28:20 INFO SC014 (TO: TO_CO_TFTU000273, CO: CO_TFTU000273, PICK) waited at QC005; 27 s
2024-11-14 11:28:20 INFO SC014 (TO: TO_CO_TFTU000273, CO: CO_TFTU000273, PICK) working at QC005; 60 s
2024-11-14 11:28:25 INFO SC002 (TO: TO_CO_TFTU000204, CO: CO_TFTU000204, DROP) finished at WS017.01
2024-11-14 11:28:25 INFO SC002 (TO: TO_CO_TFTU000263, CO: CO_TFTU000263, PICK) driving to QC005; 151 s; 836343 mm
2024-11-14 11:28:27 INFO SC005 (TO: TO_CO_TFTU000077, CO: CO_TFTU000077, PICK) finished at QC003
2024-11-14 11:28:27 INFO SC005 (TO: TO_CO_TFTU000077, CO: CO_TFTU000077, DROP) driving to WS017.01; 164 s; 910685 mm
2024-11-14 11:28:29 INFO SC016 (TO: TO_CO_TFTU000258, CO: CO_TFTU000258, DROP) finished at WS008.01
2024-11-14 11:28:29 INFO SC016 (TO: TO_CO_TFTU000227, CO: CO_TFTU000227, PICK) driving to RAIL001.62; 82 s; 453833 mm
2024-11-14 11:28:32 INFO SC012 (TO: TO_CO_TFTU000283, CO: CO_TFTU000283, PICK) working at QC003; 60 s
2024-11-14 11:28:38 INFO SC018 (TO: TO_CO_TFTU000276, CO: CO_TFTU000276, DROP) finished at WS003.01
2024-11-14 11:28:38 INFO SC018 (TO: TO_CO_TFTU000249, CO: CO_TFTU000249, PICK) driving to QC006; 61 s; 336787 mm
2024-11-14 11:28:42 INFO SC013 (TO: TO_CO_TFTU000219, CO: CO_TFTU000219, PICK) working at QC007; 60 s
2024-11-14 11:28:45 INFO SC006 (TO: TO_CO_TFTU000264, CO: CO_TFTU000264, DROP) working at WS001.01; 60 s
2024-11-14 11:28:49 INFO SC008 (TO: TO_CO_TFTU000216, CO: CO_TFTU000216, DROP) finished at WS017.01
2024-11-14 11:28:49 INFO SC008 (TO: TO_CO_TFTU000279, CO: CO_TFTU000279, PICK) driving to QC005; 151 s; 836343 mm
2024-11-14 11:28:56 INFO SC003 (TO: TO_CO_TFTU000280, CO: CO_TFTU000280, PICK) finished at QC005
2024-11-14 11:28:56 INFO SC003 (TO: TO_CO_TFTU000280, CO: CO_TFTU000280, DROP) driving to YARD001.18; 51 s; 282193 mm
2024-11-14 11:28:59 INFO SC019 (TO: TO_CO_TFTU000286, CO: CO_TFTU000286, PICK) finished at RAIL001.93
2024-11-14 11:28:59 INFO SC019 (TO: TO_CO_TFTU000286, CO: CO_TFTU000286, DROP) driving to WS003.01; 106 s; 589167 mm
2024-11-14 11:28:59 INFO SC001 (TO: TO_CO_TFTU000259, CO: CO_TFTU000259, DROP) finished at YARD001.02
2024-11-14 11:28:59 INFO SC001 (TO: TO_CO_TFTU000208, CO: CO_TFTU000208, PICK) driving to RAIL001.40; 44 s; 244317 mm
2024-11-14 11:29:12 INFO SC007 (TO: TO_CO_TFTU000272, CO: CO_TFTU000272, DROP) working at YARD001.02; 60 s
2024-11-14 11:29:14 INFO SC020 (TO: TO_CO_TFTU000266, CO: CO_TFTU000266, DROP) working at WS013.01; 60 s
2024-11-14 11:29:16 INFO SC017 (TO: TO_CO_TFTU000284, CO: CO_TFTU000284, PICK) finished at QC004
2024-11-14 11:29:16 INFO SC017 (TO: TO_CO_TFTU000284, CO: CO_TFTU000284, DROP) driving to YARD001.40; 22 s; 123174 mm
2024-11-14 11:29:17 INFO SC004 (TO: TO_CO_TFTU000198, CO: CO_TFTU000198, PICK) working at QC007; 60 s
2024-11-14 11:29:21 INFO SC014 (TO: TO_CO_TFTU000273, CO: CO_TFTU000273, PICK) finished at QC005
2024-11-14 11:29:21 INFO SC014 (TO: TO_CO_TFTU000273, CO: CO_TFTU000273, DROP) driving to YARD001.31; 27 s; 152193 mm
2024-11-14 11:29:32 INFO SC012 (TO: TO_CO_TFTU000283, CO: CO_TFTU000283, PICK) finished at QC003
2024-11-14 11:29:32 INFO SC012 (TO: TO_CO_TFTU000283, CO: CO_TFTU000283, DROP) driving to YARD001.25; 13 s; 72657 mm
2024-11-14 11:29:38 INFO SC017 (TO: TO_CO_TFTU000284, CO: CO_TFTU000284, DROP) working at YARD001.40; 60 s
2024-11-14 11:29:39 INFO SC018 (TO: TO_CO_TFTU000249, CO: CO_TFTU000249, PICK) working at QC006; 60 s
2024-11-14 11:29:42 INFO SC013 (TO: TO_CO_TFTU000219, CO: CO_TFTU000219, PICK) finished at QC007
2024-11-14 11:29:42 INFO SC013 (TO: TO_CO_TFTU000219, CO: CO_TFTU000219, DROP) driving to WS016.01; 178 s; 986377 mm
2024-11-14 11:29:42 INFO SC010 (TO: TO_CO_TFTU000243, CO: CO_TFTU000243, PICK) working at QC007; 60 s
2024-11-14 11:29:43 INFO SC001 (TO: TO_CO_TFTU000208, CO: CO_TFTU000208, PICK) working at RAIL001.40; 60 s
2024-11-14 11:29:45 INFO SC012 (TO: TO_CO_TFTU000283, CO: CO_TFTU000283, DROP) working at YARD001.25; 60 s
2024-11-14 11:29:45 INFO SC006 (TO: TO_CO_TFTU000264, CO: CO_TFTU000264, DROP) finished at WS001.01
2024-11-14 11:29:45 INFO SC006 (TO: TO_CO_TFTU000261, CO: CO_TFTU000261, PICK) driving to QC007; 61 s; 336377 mm
2024-11-14 11:29:47 INFO SC003 (TO: TO_CO_TFTU000280, CO: CO_TFTU000280, DROP) working at YARD001.18; 60 s
2024-11-14 11:29:48 INFO SC015 (TO: TO_CO_TFTU000224, CO: CO_TFTU000224, DROP) working at WS014.01; 60 s
2024-11-14 11:29:48 INFO SC014 (TO: TO_CO_TFTU000273, CO: CO_TFTU000273, DROP) working at YARD001.31; 60 s
2024-11-14 11:29:51 INFO SC016 (TO: TO_CO_TFTU000227, CO: CO_TFTU000227, PICK) working at RAIL001.62; 60 s
2024-11-14 11:30:12 INFO SC007 (TO: TO_CO_TFTU000272, CO: CO_TFTU000272, DROP) finished at YARD001.02
2024-11-14 11:30:12 INFO SC007 (TO: TO_CO_TFTU000282, CO: CO_TFTU000282, PICK) driving to QC001; 22 s; 122693 mm
2024-11-14 11:30:14 INFO SC020 (TO: TO_CO_TFTU000266, CO: CO_TFTU000266, DROP) finished at WS013.01
2024-11-14 11:30:14 INFO SC020 (TO: TO_CO_TFTU000270, CO: CO_TFTU000270, PICK) driving to QC006; 133 s; 736787 mm
2024-11-14 11:30:17 INFO SC004 (TO: TO_CO_TFTU000198, CO: CO_TFTU000198, PICK) finished at QC007
2024-11-14 11:30:17 INFO SC004 (TO: TO_CO_TFTU000198, CO: CO_TFTU000198, DROP) driving to WS017.01; 187 s; 1036377 mm
2024-11-14 11:30:25 INFO SC011 (TO: TO_CO_TFTU000268, CO: CO_TFTU000268, PICK) working at QC006; 60 s
2024-11-14 11:30:34 INFO SC007 (TO: TO_CO_TFTU000282, CO: CO_TFTU000282, PICK) working at QC001; 60 s
2024-11-14 11:30:38 INFO SC017 (TO: TO_CO_TFTU000284, CO: CO_TFTU000284, DROP) finished at YARD001.40
2024-11-14 11:30:38 INFO SC017 (TO: TO_CO_TFTU000237, CO: CO_TFTU000237, PICK) driving to QC007; 47 s; 262227 mm
2024-11-14 11:30:39 INFO SC018 (TO: TO_CO_TFTU000249, CO: CO_TFTU000249, PICK) finished at QC006
2024-11-14 11:30:39 INFO SC018 (TO: TO_CO_TFTU000249, CO: CO_TFTU000249, DROP) driving to WS014.01; 142 s; 786787 mm
2024-11-14 11:30:43 INFO SC010 (TO: TO_CO_TFTU000243, CO: CO_TFTU000243, PICK) finished at QC007
2024-11-14 11:30:43 INFO SC010 (TO: TO_CO_TFTU000243, CO: CO_TFTU000243, DROP) driving to WS017.01; 187 s; 1036377 mm
2024-11-14 11:30:43 INFO SC001 (TO: TO_CO_TFTU000208, CO: CO_TFTU000208, PICK) finished at RAIL001.40
2024-11-14 11:30:43 INFO SC001 (TO: TO_CO_TFTU000208, CO: CO_TFTU000208, DROP) driving to WS014.01; 148 s; 819833 mm
2024-11-14 11:30:45 INFO SC012 (TO: TO_CO_TFTU000283, CO: CO_TFTU000283, DROP) finished at YARD001.25
2024-11-14 11:30:45 INFO SC012 (TO: TO_CO_TFTU000202, CO: CO_TFTU000202, PICK) driving to QC003; 13 s; 72657 mm
2024-11-14 11:30:45 INFO SC019 (TO: TO_CO_TFTU000286, CO: CO_TFTU000286, DROP) working at WS003.01; 60 s
2024-11-14 11:30:46 INFO SC006 (TO: TO_CO_TFTU000261, CO: CO_TFTU000261, PICK) working at QC007; 60 s
2024-11-14 11:30:47 INFO SC003 (TO: TO_CO_TFTU000280, CO: CO_TFTU000280, DROP) finished at YARD001.18
2024-11-14 11:30:47 INFO SC003 (TO: TO_CO_TFTU000275, CO: CO_TFTU000275, PICK) driving to QC003; 15 s; 82693 mm
2024-11-14 11:30:48 INFO SC014 (TO: TO_CO_TFTU000273, CO: CO_TFTU000273, DROP) finished at YARD001.31
2024-11-14 11:30:48 INFO SC014 (TO: TO_CO_TFTU000265, CO: CO_TFTU000265, PICK) driving to QC005; 27 s; 152193 mm
2024-11-14 11:30:48 INFO SC015 (TO: TO_CO_TFTU000224, CO: CO_TFTU000224, DROP) finished at WS014.01
2024-11-14 11:30:48 INFO SC015 (TO: TO_CO_TFTU000274, CO: CO_TFTU000274, PICK) driving to QC006; 142 s; 786787 mm
2024-11-14 11:30:51 INFO SC016 (TO: TO_CO_TFTU000227, CO: CO_TFTU000227, PICK) finished at RAIL001.62
2024-11-14 11:30:51 INFO SC016 (TO: TO_CO_TFTU000227, CO: CO_TFTU000227, DROP) driving to WS013.01; 127 s; 703833 mm
2024-11-14 11:30:56 INFO SC009 (TO: TO_CO_TFTU000236, CO: CO_TFTU000236, DROP) working at WS017.01; 60 s
2024-11-14 11:30:56 INFO SC002 (TO: TO_CO_TFTU000263, CO: CO_TFTU000263, PICK) working at QC005; 60 s
2024-11-14 11:30:58 INFO SC012 (TO: TO_CO_TFTU000202, CO: CO_TFTU000202, PICK) working at QC003; 60 s
2024-11-14 11:31:02 INFO SC003 (TO: TO_CO_TFTU000275, CO: CO_TFTU000275, PICK) working at QC003; 60 s
2024-11-14 11:31:11 INFO SC005 (TO: TO_CO_TFTU000077, CO: CO_TFTU000077, DROP) working at WS017.01; 60 s
2024-11-14 11:31:16 INFO SC014 (TO: TO_CO_TFTU000265, CO: CO_TFTU000265, PICK) working at QC005; 61 s
2024-11-14 11:31:25 INFO SC011 (TO: TO_CO_TFTU000268, CO: CO_TFTU000268, PICK) finished at QC006
2024-11-14 11:31:25 INFO SC011 (TO: TO_CO_TFTU000268, CO: CO_TFTU000268, DROP) driving to WS012.01; 124 s; 686787 mm
2024-11-14 11:31:25 INFO SC017 (TO: TO_CO_TFTU000237, CO: CO_TFTU000237, PICK) working at QC007; 60 s
2024-11-14 11:31:34 INFO SC007 (TO: TO_CO_TFTU000282, CO: CO_TFTU000282, PICK) finished at QC001
2024-11-14 11:31:34 INFO SC007 (TO: TO_CO_TFTU000282, CO: CO_TFTU000282, DROP) driving to WS003.01; 74 s; 410685 mm
2024-11-14 11:31:45 INFO SC019 (TO: TO_CO_TFTU000286, CO: CO_TFTU000286, DROP) finished at WS003.01
2024-11-14 11:31:45 INFO SC019 (TO: TO_CO_TFTU000278, CO: CO_TFTU000278, PICK) driving to QC005; 43 s; 236343 mm
2024-11-14 11:31:46 INFO SC006 (TO: TO_CO_TFTU000261, CO: CO_TFTU000261, PICK) finished at QC007
2024-11-14 11:31:46 INFO SC006 (TO: TO_CO_TFTU000261, CO: CO_TFTU000261, DROP) driving to WS016.01; 178 s; 986377 mm
2024-11-14 11:31:56 INFO SC009 (TO: TO_CO_TFTU000236, CO: CO_TFTU000236, DROP) finished at WS017.01
2024-11-14 11:31:56 INFO SC002 (TO: TO_CO_TFTU000263, CO: CO_TFTU000263, PICK) finished at QC005
2024-11-14 11:31:56 INFO SC002 (TO: TO_CO_TFTU000263, CO: CO_TFTU000263, DROP) driving to WS017.01; 151 s; 836343 mm
2024-11-14 11:31:56 INFO SC008 (TO: TO_CO_TFTU000279, CO: CO_TFTU000279, PICK) waited at QC005; 36 s
2024-11-14 11:31:56 INFO SC008 (TO: TO_CO_TFTU000279, CO: CO_TFTU000279, PICK) working at QC005; 60 s
2024-11-14 11:31:58 INFO SC012 (TO: TO_CO_TFTU000202, CO: CO_TFTU000202, PICK) finished at QC003
2024-11-14 11:31:58 INFO SC012 (TO: TO_CO_TFTU000202, CO: CO_TFTU000202, DROP) driving to WS017.01; 164 s; 910685 mm
2024-11-14 11:32:02 INFO SC003 (TO: TO_CO_TFTU000275, CO: CO_TFTU000275, PICK) finished at QC003
2024-11-14 11:32:02 INFO SC003 (TO: TO_CO_TFTU000275, CO: CO_TFTU000275, DROP) driving to WS014.01; 137 s; 760685 mm
2024-11-14 11:32:11 INFO SC005 (TO: TO_CO_TFTU000077, CO: CO_TFTU000077, DROP) finished at WS017.01
2024-11-14 11:32:16 INFO SC014 (TO: TO_CO_TFTU000265, CO: CO_TFTU000265, PICK) finished at QC005
2024-11-14 11:32:16 INFO SC014 (TO: TO_CO_TFTU000265, CO: CO_TFTU000265, DROP) driving to WS016.01; 142 s; 786343 mm
2024-11-14 11:32:25 INFO SC017 (TO: TO_CO_TFTU000237, CO: CO_TFTU000237, PICK) finished at QC007
2024-11-14 11:32:25 INFO SC017 (TO: TO_CO_TFTU000237, CO: CO_TFTU000237, DROP) driving to WS014.01; 160 s; 886377 mm
2024-11-14 11:32:27 INFO SC020 (TO: TO_CO_TFTU000270, CO: CO_TFTU000270, PICK) working at QC006; 60 s
2024-11-14 11:32:28 INFO SC019 (TO: TO_CO_TFTU000278, CO: CO_TFTU000278, PICK) working at QC005; 60 s
2024-11-14 11:32:40 INFO SC013 (TO: TO_CO_TFTU000219, CO: CO_TFTU000219, DROP) working at WS016.01; 60 s
2024-11-14 11:32:48 INFO SC007 (TO: TO_CO_TFTU000282, CO: CO_TFTU000282, DROP) working at WS003.01; 60 s
2024-11-14 11:32:57 INFO SC008 (TO: TO_CO_TFTU000279, CO: CO_TFTU000279, PICK) finished at QC005
2024-11-14 11:32:57 INFO SC008 (TO: TO_CO_TFTU000279, CO: CO_TFTU000279, DROP) driving to WS012.01; 106 s; 586343 mm
2024-11-14 11:32:58 INFO SC016 (TO: TO_CO_TFTU000227, CO: CO_TFTU000227, DROP) working at WS013.01; 60 s
2024-11-14 11:33:01 INFO SC018 (TO: TO_CO_TFTU000249, CO: CO_TFTU000249, DROP) working at WS014.01; 60 s
2024-11-14 11:33:10 INFO SC015 (TO: TO_CO_TFTU000274, CO: CO_TFTU000274, PICK) working at QC006; 60 s
2024-11-14 11:33:11 INFO SC001 (TO: TO_CO_TFTU000208, CO: CO_TFTU000208, DROP) working at WS014.01; 60 s
2024-11-14 11:33:24 INFO SC004 (TO: TO_CO_TFTU000198, CO: CO_TFTU000198, DROP) working at WS017.01; 60 s
2024-11-14 11:33:27 INFO SC020 (TO: TO_CO_TFTU000270, CO: CO_TFTU000270, PICK) finished at QC006
2024-11-14 11:33:27 INFO SC020 (TO: TO_CO_TFTU000270, CO: CO_TFTU000270, DROP) driving to WS015.01; 151 s; 836787 mm
2024-11-14 11:33:28 INFO SC019 (TO: TO_CO_TFTU000278, CO: CO_TFTU000278, PICK) finished at QC005
2024-11-14 11:33:28 INFO SC019 (TO: TO_CO_TFTU000278, CO: CO_TFTU000278, DROP) driving to WS007.01; 61 s; 336343 mm
2024-11-14 11:33:29 INFO SC011 (TO: TO_CO_TFTU000268, CO: CO_TFTU000268, DROP) working at WS012.01; 60 s
2024-11-14 11:33:40 INFO SC013 (TO: TO_CO_TFTU000219, CO: CO_TFTU000219, DROP) finished at WS016.01
2024-11-14 11:33:48 INFO SC007 (TO: TO_CO_TFTU000282, CO: CO_TFTU000282, DROP) finished at WS003.01
2024-11-14 11:33:48 INFO SC007 (TO: TO_CO_TFTU000269, CO: CO_TFTU000269, PICK) driving to QC006; 61 s; 336787 mm
2024-11-14 11:33:49 INFO SC010 (TO: TO_CO_TFTU000243, CO: CO_TFTU000243, DROP) working at WS017.01; 60 s
2024-11-14 11:33:58 INFO SC016 (TO: TO_CO_TFTU000227, CO: CO_TFTU000227, DROP) finished at WS013.01
2024-11-14 11:34:01 INFO SC016 (TO: TO_CO_TFTU000285, CO: CO_TFTU000285, PICK) driving to QC005; 115 s; 636343 mm
2024-11-14 11:34:01 INFO SC018 (TO: TO_CO_TFTU000249, CO: CO_TFTU000249, DROP) finished at WS014.01
2024-11-14 11:34:10 INFO SC015 (TO: TO_CO_TFTU000274, CO: CO_TFTU000274, PICK) finished at QC006
2024-11-14 11:34:10 INFO SC015 (TO: TO_CO_TFTU000274, CO: CO_TFTU000274, DROP) driving to WS013.01; 133 s; 736787 mm
2024-11-14 11:34:11 INFO SC001 (TO: TO_CO_TFTU000208, CO: CO_TFTU000208, DROP) finished at WS014.01
2024-11-14 11:34:19 INFO SC003 (TO: TO_CO_TFTU000275, CO: CO_TFTU000275, DROP) working at WS014.01; 60 s
2024-11-14 11:34:24 INFO SC004 (TO: TO_CO_TFTU000198, CO: CO_TFTU000198, DROP) finished at WS017.01
2024-11-14 11:34:27 INFO SC002 (TO: TO_CO_TFTU000263, CO: CO_TFTU000263, DROP) working at WS017.01; 60 s
2024-11-14 11:34:29 INFO SC019 (TO: TO_CO_TFTU000278, CO: CO_TFTU000278, DROP) working at WS007.01; 60 s
2024-11-14 11:34:29 INFO SC011 (TO: TO_CO_TFTU000268, CO: CO_TFTU000268, DROP) finished at WS012.01
2024-11-14 11:34:38 INFO SC014 (TO: TO_CO_TFTU000265, CO: CO_TFTU000265, DROP) working at WS016.01; 60 s
2024-11-14 11:34:42 INFO SC008 (TO: TO_CO_TFTU000279, CO: CO_TFTU000279, DROP) working at WS012.01; 60 s
